"ArrestSurrenderID","CaseMasterID","ArrestSurrenderTypeID","ArrestSurrenderDate","ArrestSurrenderStateId","ArrestSurrenderDistrictId","PoliceStationID","IOID","CourtID","AccusedMasterID","IsAccused","IsComplainantAccused"
"57","142","1","2026-04-11","29","19","1908","1142","519","147","1","0"
"58","142","1","2026-04-10","29","19","1908","1142","519","148","1","0"
"59","143","1","2026-10-20","29","24","2404","1143","524","149","1","0"
"60","144","1","2024-05-05","29","13","1305","1144","513","150","1","0"
"61","145","1","2026-04-01","29","31","3104","1145","531","151","1","0"
"62","146","1","2025-10-22","29","1","106","1146","501","152","1","0"
"63","148","1","2026-01-26","29","13","1308","1148","513","153","1","0"
"64","149","1","2024-03-31","29","6","602","1149","506","155","1","0"
"65","155","1","2025-10-11","29","29","2906","1155","529","159","1","0"
"66","160","1","2025-07-12","29","13","1306","1160","513","163","1","0"
"67","165","1","2025-07-27","29","31","3101","1165","531","167","1","0"
"68","165","1","2025-07-26","29","31","3101","1165","531","169","1","0"
"69","166","1","2024-03-26","29","21","2104","1166","521","170","1","0"
"70","167","1","2026-03-17","29","3","302","1167","503","171","1","0"
"71","168","1","2024-02-01","29","14","1405","1168","514","172","1","0"
"72","170","1","2025-08-30","29","8","808","1170","508","174","1","0"
"73","170","1","2025-09-02","29","8","808","1170","508","175","1","0"
"74","174","1","2026-04-26","29","26","2601","1174","526","177","1","0"
"75","175","1","2025-06-03","29","27","2705","1175","527","178","1","0"
"76","176","1","2026-06-22","29","19","1904","1176","519","180","1","0"
"77","176","1","2026-06-24","29","19","1904","1176","519","181","1","0"
"78","177","1","2024-08-05","29","10","1005","1177","510","182","1","0"
"79","178","1","2026-05-11","29","14","1402","1178","514","183","1","0"
"80","188","1","2025-09-23","29","27","2705","1188","527","193","1","0"
"81","189","1","2024-07-20","29","9","907","1189","509","194","1","0"
"82","190","1","2024-08-14","29","20","2002","1190","520","197","1","0"
"83","194","1","2026-12-25","29","20","2001","1194","520","198","1","0"
"84","195","1","2025-10-11","29","1","105","1195","501","199","1","0"
"85","209","1","2025-10-22","29","1","106","1209","501","207","1","0"
"86","209","1","2025-11-06","29","1","106","1209","501","208","1","0"
"87","209","1","2025-10-24","29","1","106","1209","501","209","1","0"
"88","211","1","2024-09-09","29","14","1401","1211","514","210","1","0"
"89","211","1","2024-09-19","29","14","1401","1211","514","211","1","0"
"90","221","1","2024-06-14","29","27","2703","1221","527","217","1","0"
"91","221","1","2024-06-19","29","27","2703","1221","527","219","1","0"
"92","222","1","2026-02-28","29","22","2203","1222","522","220","1","0"
"93","224","1","2024-05-24","29","29","2904","1224","529","224","1","0"
"94","224","1","2024-05-26","29","29","2904","1224","529","225","1","0"
"95","225","1","2026-11-28","29","31","3107","1225","531","226","1","0"
"96","225","1","2026-12-04","29","31","3107","1225","531","227","1","0"
"97","226","1","2026-01-31","29","20","2001","1226","520","229","1","0"
"98","228","1","2026-02-03","29","14","1404","1228","514","231","1","0"
"99","232","1","2026-06-07","29","26","2605","1232","526","236","1","0"
"100","233","1","2025-12-10","29","16","1607","1233","516","238","1","0"
"101","235","1","2026-07-16","29","5","501","1235","505","239","1","0"
"102","237","1","2026-09-23","29","28","2806","1237","528","243","1","0"
"103","238","1","2026-10-28","29","8","801","1238","508","244","1","0"
"104","243","1","2026-05-28","29","24","2401","1243","524","248","1","0"
"105","243","1","2026-05-28","29","24","2401","1243","524","249","1","0"
"106","253","1","2025-12-17","29","1","102","1253","501","254","1","0"
"107","255","1","2025-10-20","29","5","508","1255","505","255","1","0"
"108","257","1","2024-02-01","29","23","2305","1257","523","258","1","0"
"109","259","1","2026-04-18","29","7","703","1259","507","259","1","0"
"110","260","1","2026-02-23","29","31","3106","1260","531","261","1","0"
"111","263","1","2024-09-06","29","21","2108","1263","521","268","1","0"
"112","265","1","2025-07-22","29","14","1405","1265","514","269","1","0"
"113","266","1","2024-12-11","29","11","1101","1266","511","270","1","0"
"114","271","1","2026-05-18","29","27","2707","1271","527","276","1","0"
"115","271","1","2026-05-29","29","27","2707","1271","527","277","1","0"
"116","272","1","2026-06-26","29","11","1103","1272","511","278","1","0"
"117","273","1","2026-04-06","29","26","2607","1273","526","279","1","0"
"118","274","1","2026-01-19","29","15","1501","1274","515","281","1","0"
"119","276","1","2025-04-26","29","24","2402","1276","524","284","1","0"
"120","280","1","2025-04-03","29","25","2503","1280","525","287","1","0"
"121","282","1","2025-06-02","29","5","501","1282","505","289","1","0"
"122","284","1","2024-06-22","29","31","3103","1284","531","290","1","0"
"123","286","1","2024-12-27","29","25","2505","1286","525","291","1","0"
"124","286","1","2024-12-19","29","25","2505","1286","525","293","1","0"
"125","289","1","2026-03-06","29","16","1603","1289","516","297","1","0"
"126","289","1","2026-03-09","29","16","1603","1289","516","298","1","0"
"127","291","1","2024-04-30","29","5","508","1291","505","299","1","0"
"128","293","1","2025-01-23","29","8","802","1293","508","301","1","0"
"129","294","1","2024-03-22","29","26","2606","1294","526","303","1","0"
"130","299","1","2024-07-22","29","20","2008","1299","520","306","1","0"
"131","305","1","2026-04-19","29","20","2006","1305","520","313","1","0"
"132","306","1","2026-03-13","29","25","2508","1306","525","314","1","0"
"133","309","1","2025-08-10","29","20","2003","1309","520","315","1","0"
"134","310","1","2026-09-07","29","3","303","1310","503","316","1","0"
"135","313","1","2024-05-04","29","13","1306","1313","513","318","1","0"
"136","314","1","2025-06-22","29","27","2701","1314","527","320","1","0"
"137","315","1","2025-10-17","29","26","2601","1315","526","322","1","0"
"138","323","1","2026-08-15","29","15","1503","1323","515","328","1","0"
"139","330","1","2026-09-04","29","4","401","1330","504","334","1","0"
"140","331","1","2026-02-15","29","2","201","1331","502","335","1","0"
"141","334","1","2026-06-02","29","12","1206","1334","512","337","1","0"
"142","335","1","2026-06-06","29","29","2902","1335","529","338","1","0"
"143","339","1","2026-01-22","29","5","508","1339","505","341","1","0"
"144","341","1","2025-10-27","29","12","1204","1341","512","343","1","0"
"145","344","1","2024-09-24","29","16","1608","1344","516","345","1","0"
"146","345","1","2024-05-18","29","12","1204","1345","512","346","1","0"
"147","345","1","2024-05-24","29","12","1204","1345","512","348","1","0"
"148","349","1","2026-02-21","29","29","2905","1349","529","350","1","0"
"149","353","1","2026-03-19","29","31","3107","1353","531","351","1","0"
"150","354","1","2025-04-21","29","4","405","1354","504","352","1","0"
"151","355","1","2026-12-22","29","17","1702","1355","517","353","1","0"
"152","356","1","2025-03-06","29","11","1106","1356","511","355","1","0"
"153","359","1","2024-03-04","29","11","1106","1359","511","358","1","0"
"154","360","1","2024-06-19","29","31","3101","1360","531","360","1","0"
"155","361","1","2025-07-24","29","1","105","1361","501","362","1","0"
"156","362","1","2024-12-15","29","16","1606","1362","516","364","1","0"
"157","368","1","2025-05-14","29","31","3104","1368","531","369","1","0"
"158","368","1","2025-05-16","29","31","3104","1368","531","371","1","0"
"159","369","1","2024-11-12","29","12","1202","1369","512","372","1","0"
"160","371","1","2025-08-25","29","23","2304","1371","523","373","1","0"
"161","374","1","2026-05-09","29","3","308","1374","503","376","1","0"
"162","376","1","2025-03-14","29","21","2102","1376","521","378","1","0"
"163","378","1","2024-07-24","29","27","2707","1378","527","381","1","0"
"164","383","1","2025-04-04","29","15","1506","1383","515","384","1","0"
"165","387","1","2026-08-14","29","9","905","1387","509","388","1","0"
"166","387","1","2026-08-26","29","9","905","1387","509","389","1","0"
"167","389","1","2025-03-24","29","4","405","1389","504","391","1","0"
"168","393","1","2025-06-23","29","14","1401","1393","514","399","1","0"
"169","395","1","2024-12-19","29","23","2307","1395","523","402","1","0"
"170","401","1","2025-06-21","29","28","2805","1401","528","406","1","0"
"171","404","1","2026-11-10","29","1","107","1404","501","408","1","0"
"172","406","1","2024-10-17","29","8","804","1406","508","410","1","0"
"173","411","1","2025-06-01","29","18","1801","1411","518","413","1","0"
"174","420","1","2025-06-09","29","14","1408","1420","514","417","1","0"
"175","422","1","2026-10-06","29","16","1604","1422","516","418","1","0"
"176","427","1","2025-05-11","29","8","804","1427","508","423","1","0"
"177","429","1","2024-04-06","29","3","302","1429","503","425","1","0"
"178","430","1","2026-10-12","29","22","2202","1430","522","426","1","0"
"179","433","1","2026-06-23","29","22","2208","1433","522","429","1","0"
"180","433","1","2026-06-16","29","22","2208","1433","522","430","1","0"
"181","434","1","2024-04-17","29","18","1802","1434","518","431","1","0"
"182","435","1","2024-09-06","29","28","2801","1435","528","433","1","0"
"183","436","1","2025-04-13","29","10","1003","1436","510","435","1","0"
"184","437","1","2025-12-21","29","22","2205","1437","522","436","1","0"
"185","438","1","2024-07-23","29","30","3007","1438","530","439","1","0"
"186","439","1","2024-06-07","29","15","1501","1439","515","441","1","0"
"187","439","1","2024-06-05","29","15","1501","1439","515","442","1","0"
"188","441","1","2025-11-27","29","25","2507","1441","525","444","1","0"
"189","443","1","2024-12-29","29","29","2907","1443","529","447","1","0"
"190","444","1","2025-06-27","29","5","506","1444","505","449","1","0"
"191","445","1","2026-11-14","29","20","2007","1445","520","450","1","0"
"192","446","1","2024-08-31","29","28","2802","1446","528","451","1","0"
"193","447","1","2025-12-18","29","3","305","1447","503","452","1","0"
"194","452","1","2026-02-13","29","13","1308","1452","513","457","1","0"
"195","453","1","2026-05-26","29","28","2806","1453","528","460","1","0"
"196","455","1","2024-12-03","29","25","2504","1455","525","462","1","0"
"197","457","1","2026-01-09","29","20","2001","1457","520","463","1","0"
"198","457","1","2025-12-27","29","20","2001","1457","520","465","1","0"
"199","459","1","2025-02-17","29","12","1201","1459","512","467","1","0"
"200","465","1","2025-01-20","29","7","705","1465","507","472","1","0"
"201","466","1","2025-03-28","29","2","206","1466","502","473","1","0"
"202","469","1","2025-07-23","29","3","305","1469","503","475","1","0"
"203","470","1","2025-03-24","29","21","2107","1470","521","476","1","0"
"204","472","1","2024-05-30","29","11","1101","1472","511","478","1","0"
"205","474","1","2024-07-28","29","19","1908","1474","519","482","1","0"
"206","475","1","2025-03-11","29","10","1007","1475","510","485","1","0"
"207","477","1","2024-04-24","29","23","2304","1477","523","486","1","0"
"208","479","1","2026-10-14","29","17","1704","1479","517","489","1","0"
"209","480","1","2026-06-25","29","13","1308","1480","513","490","1","0"
"210","485","1","2026-09-12","29","20","2008","1485","520","495","1","0"
"211","486","1","2025-03-17","29","24","2404","1486","524","496","1","0"
"212","490","1","2025-06-15","29","26","2604","1490","526","500","1","0"
"213","491","1","2024-07-16","29","1","104","1491","501","501","1","0"
"214","492","1","2026-10-27","29","17","1704","1492","517","502","1","0"
"215","492","1","2026-11-11","29","17","1704","1492","517","503","1","0"
"216","494","1","2024-10-20","29","20","2006","1494","520","505","1","0"
"217","495","1","2026-03-23","29","23","2303","1495","523","506","1","0"
"218","500","1","2026-04-26","29","20","2004","1500","520","511","1","0"
"219","503","1","2024-03-23","29","27","2705","1503","527","513","1","0"
"220","504","1","2026-08-11","29","4","404","1504","504","515","1","0"
"221","506","1","2025-04-08","29","15","1505","1506","515","517","1","0"
"222","510","1","2026-03-05","29","3","305","1510","503","520","1","0"
"223","510","1","2026-03-05","29","3","305","1510","503","521","1","0"
"224","514","1","2026-12-12","29","24","2403","1514","524","523","1","0"
"225","517","1","2024-10-22","29","18","1807","1517","518","524","1","0"
"226","517","1","2024-11-09","29","18","1807","1517","518","525","1","0"
"227","517","1","2024-10-24","29","18","1807","1517","518","526","1","0"
"228","518","1","2024-12-30","29","15","1507","1518","515","527","1","0"
"229","518","1","2024-12-16","29","15","1507","1518","515","529","1","0"
"230","525","1","2026-02-08","29","21","2102","1525","521","532","1","0"
"231","525","1","2026-02-07","29","21","2102","1525","521","533","1","0"
"232","527","1","2024-07-03","29","16","1603","1527","516","537","1","0"
"233","528","1","2024-12-01","29","24","2405","1528","524","538","1","0"
"234","532","1","2026-11-01","29","28","2802","1532","528","539","1","0"
"235","535","1","2024-10-06","29","18","1802","1535","518","544","1","0"
"236","540","1","2026-02-21","29","6","604","1540","506","548","1","0"
"237","543","1","2025-01-23","29","24","2408","1543","524","549","1","0"
"238","543","1","2025-02-02","29","24","2408","1543","524","550","1","0"
"239","545","1","2025-12-19","29","8","805","1545","508","552","1","0"
"240","545","1","2025-12-15","29","8","805","1545","508","553","1","0"
"241","546","1","2026-01-31","29","15","1504","1546","515","554","1","0"
"242","551","1","2024-10-04","29","26","2607","1551","526","558","1","0"
"243","552","1","2026-09-30","29","24","2407","1552","524","560","1","0"
"244","553","1","2025-06-12","29","9","902","1553","509","561","1","0"
"245","554","1","2024-07-13","29","24","2407","1554","524","564","1","0"
"246","555","1","2025-03-27","29","23","2301","1555","523","565","1","0"
"247","558","1","2024-02-28","29","20","2001","1558","520","566","1","0"
"248","564","1","2026-05-25","29","18","1802","1564","518","570","1","0"
"249","566","1","2026-05-18","29","14","1407","1566","514","571","1","0"
"250","568","1","2026-03-28","29","6","608","1568","506","574","1","0"
"251","568","1","2026-03-29","29","6","608","1568","506","575","1","0"
"252","577","1","2025-12-06","29","14","1402","1577","514","582","1","0"
"253","577","1","2025-11-24","29","14","1402","1577","514","584","1","0"
"254","579","1","2025-12-15","29","15","1504","1579","515","587","1","0"
"255","581","1","2025-05-04","29","29","2902","1581","529","589","1","0"
"256","582","1","2024-08-20","29","29","2905","1582","529","590","1","0"
"257","583","1","2026-12-03","29","13","1305","1583","513","591","1","0"
"258","588","1","2024-04-09","29","14","1402","1588","514","596","1","0"
"259","589","1","2024-07-09","29","31","3106","1589","531","597","1","0"
"260","592","1","2026-05-19","29","9","905","1592","509","602","1","0"
"261","592","1","2026-05-23","29","9","905","1592","509","603","1","0"
"262","599","1","2026-08-14","29","4","404","1599","504","607","1","0"
"263","602","1","2026-01-07","29","9","906","1602","509","609","1","0"
"264","602","1","2026-01-11","29","9","906","1602","509","610","1","0"
"265","606","1","2024-08-06","29","16","1601","1606","516","613","1","0"
"266","613","1","2026-01-04","29","27","2708","1613","527","616","1","0"
"267","622","1","2024-09-12","29","27","2707","1622","527","620","1","0"
"268","623","1","2026-03-01","29","24","2407","1623","524","622","1","0"
"269","623","1","2026-03-08","29","24","2407","1623","524","623","1","0"
"270","624","1","2024-12-25","29","23","2305","1624","523","624","1","0"
"271","625","1","2024-10-14","29","29","2902","1625","529","626","1","0"
"272","629","1","2026-11-24","29","5","506","1629","505","628","1","0"
"273","633","1","2024-12-04","29","2","202","1633","502","634","1","0"
"274","637","1","2026-04-24","29","17","1702","1637","517","636","1","0"
"275","639","1","2026-12-01","29","11","1104","1639","511","639","1","0"
"276","640","1","2024-08-24","29","2","204","1640","502","640","1","0"
"277","642","1","2025-11-05","29","27","2705","1642","527","642","1","0"
"278","648","1","2024-04-03","29","26","2602","1648","526","648","1","0"
"279","652","1","2024-12-23","29","24","2405","1652","524","653","1","0"
"280","656","1","2025-05-14","29","22","2205","1656","522","655","1","0"
"281","661","1","2025-06-04","29","13","1303","1661","513","657","1","0"
"282","664","1","2025-03-16","29","28","2804","1664","528","660","1","0"
"283","668","1","2024-08-13","29","17","1708","1668","517","664","1","0"
"284","669","1","2024-10-14","29","27","2708","1669","527","665","1","0"
"285","669","1","2024-10-06","29","27","2708","1669","527","666","1","0"
"286","670","1","2024-04-01","29","8","808","1670","508","668","1","0"
"287","670","1","2024-04-02","29","8","808","1670","508","669","1","0"
"288","671","1","2026-04-03","29","27","2704","1671","527","670","1","0"
"289","672","1","2026-11-29","29","26","2608","1672","526","671","1","0"
"290","673","1","2026-02-17","29","8","808","1673","508","672","1","0"
"291","674","1","2026-10-16","29","4","406","1674","504","673","1","0"
"292","677","1","2025-06-02","29","22","2201","1677","522","676","1","0"
"293","678","1","2024-08-28","29","16","1606","1678","516","677","1","0"
"294","684","1","2024-07-08","29","15","1504","1684","515","681","1","0"
"295","684","1","2024-07-15","29","15","1504","1684","515","683","1","0"
"296","686","1","2026-06-08","29","29","2908","1686","529","685","1","0"
"297","690","1","2024-07-21","29","30","3008","1690","530","688","1","0"
"298","695","1","2025-08-02","29","14","1407","1695","514","691","1","0"
"299","696","1","2026-05-29","29","22","2208","1696","522","692","1","0"
"300","696","1","2026-05-18","29","22","2208","1696","522","694","1","0"
"301","697","1","2025-12-29","29","16","1604","1697","516","695","1","0"
"302","700","1","2026-08-27","29","27","2705","1000","527","696","1","0"
"303","700","1","2026-08-15","29","27","2705","1000","527","697","1","0"
"304","706","1","2025-08-03","29","31","3101","1006","531","701","1","0"
"305","709","1","2026-06-22","29","25","2504","1009","525","705","1","0"
"306","709","1","2026-06-06","29","25","2504","1009","525","706","1","0"
"307","709","1","2026-06-05","29","25","2504","1009","525","707","1","0"
"308","710","1","2024-01-31","29","18","1806","1010","518","708","1","0"
"309","717","1","2024-03-06","29","29","2901","1017","529","711","1","0"
"310","718","1","2025-08-19","29","19","1905","1018","519","712","1","0"
"311","719","1","2025-01-26","29","28","2801","1019","528","714","1","0"
"312","720","1","2024-10-05","29","27","2703","1020","527","717","1","0"
"313","720","1","2024-10-04","29","27","2703","1020","527","718","1","0"
"314","722","1","2024-09-09","29","7","706","1022","507","720","1","0"
"315","722","1","2024-09-11","29","7","706","1022","507","721","1","0"
"316","724","1","2026-09-30","29","25","2505","1024","525","726","1","0"
"317","729","1","2024-10-11","29","9","903","1029","509","732","1","0"
"318","730","1","2026-05-14","29","27","2701","1030","527","733","1","0"
"319","731","1","2025-03-13","29","4","403","1031","504","734","1","0"
"320","734","1","2026-08-18","29","1","107","1034","501","738","1","0"
"321","738","1","2026-10-31","29","16","1601","1038","516","742","1","0"
"322","740","1","2026-05-02","29","6","604","1040","506","744","1","0"
"323","740","1","2026-04-17","29","6","604","1040","506","745","1","0"
"324","741","1","2026-12-04","29","11","1101","1041","511","746","1","0"
"325","742","1","2024-09-18","29","2","207","1042","502","747","1","0"
"326","746","1","2025-07-22","29","23","2302","1046","523","749","1","0"
"327","747","1","2025-07-03","29","25","2503","1047","525","751","1","0"
"328","749","1","2026-12-26","29","22","2205","1049","522","752","1","0"
"329","751","1","2025-02-12","29","23","2308","1051","523","755","1","0"
"330","751","1","2025-02-05","29","23","2308","1051","523","756","1","0"
"331","756","1","2026-07-30","29","21","2104","1056","521","762","1","0"
"332","757","1","2025-02-24","29","15","1501","1057","515","764","1","0"
"333","757","1","2025-02-20","29","15","1501","1057","515","766","1","0"
"334","759","1","2025-08-28","29","7","707","1059","507","768","1","0"
"335","760","1","2026-04-22","29","16","1608","1060","516","769","1","0"
"336","765","1","2025-12-12","29","15","1505","1065","515","773","1","0"
"337","767","1","2025-12-11","29","15","1506","1067","515","776","1","0"
"338","770","1","2024-04-14","29","8","805","1070","508","779","1","0"
"339","770","1","2024-04-13","29","8","805","1070","508","780","1","0"
"340","772","1","2024-07-06","29","30","3002","1072","530","784","1","0"
"341","772","1","2024-06-28","29","30","3002","1072","530","785","1","0"
"342","773","1","2025-07-16","29","14","1408","1073","514","786","1","0"
"343","777","1","2026-03-05","29","16","1605","1077","516","789","1","0"
"344","782","1","2025-07-13","29","14","1402","1082","514","793","1","0"
"345","783","1","2026-04-02","29","21","2102","1083","521","795","1","0"
"346","789","1","2026-04-26","29","20","2005","1089","520","799","1","0"
"347","793","1","2024-10-26","29","11","1104","1093","511","800","1","0"
"348","793","1","2024-11-02","29","11","1104","1093","511","801","1","0"
"349","794","1","2026-07-05","29","30","3002","1094","530","803","1","0"
"350","796","1","2026-05-11","29","16","1608","1096","516","805","1","0"
"351","796","1","2026-05-11","29","16","1608","1096","516","806","1","0"
"352","798","1","2024-10-16","29","9","905","1098","509","808","1","0"
"353","800","1","2024-01-30","29","11","1101","1100","511","809","1","0"
"354","803","1","2024-05-26","29","7","702","1103","507","810","1","0"
"355","806","1","2026-06-06","29","14","1401","1106","514","811","1","0"
"356","808","1","2026-01-04","29","2","204","1108","502","812","1","0"
"357","810","1","2025-11-25","29","4","406","1110","504","813","1","0"
"358","812","1","2026-09-07","29","24","2401","1112","524","815","1","0"
"359","820","1","2026-01-09","29","26","2601","1120","526","823","1","0"
"360","822","1","2025-05-07","29","9","906","1122","509","824","1","0"
"361","823","1","2024-09-12","29","9","903","1123","509","825","1","0"
"362","829","1","2024-05-06","29","8","805","1129","508","830","1","0"
"363","832","1","2026-08-12","29","19","1907","1132","519","836","1","0"
"364","834","1","2025-09-01","29","6","602","1134","506","837","1","0"
"365","837","1","2024-05-09","29","19","1905","1137","519","842","1","0"
"366","837","1","2024-05-14","29","19","1905","1137","519","843","1","0"
"367","839","1","2025-07-12","29","22","2202","1139","522","846","1","0"
"368","840","1","2024-01-09","29","14","1402","1140","514","847","1","0"
"369","840","1","2024-01-24","29","14","1402","1140","514","848","1","0"
"370","842","1","2025-01-01","29","20","2003","1142","520","849","1","0"
"371","846","1","2025-04-29","29","6","601","1146","506","851","1","0"
"372","846","1","2025-04-24","29","6","601","1146","506","852","1","0"
"373","852","1","2026-01-05","29","17","1705","1152","517","860","1","0"
"374","852","1","2025-12-24","29","17","1705","1152","517","861","1","0"
"375","853","1","2025-01-18","29","21","2106","1153","521","863","1","0"
"376","853","1","2025-01-02","29","21","2106","1153","521","864","1","0"
"377","857","1","2026-06-21","29","7","701","1157","507","866","1","0"
"378","860","1","2025-09-24","29","30","3005","1160","530","869","1","0"
"379","860","1","2025-09-19","29","30","3005","1160","530","870","1","0"
"380","864","1","2024-09-08","29","31","3105","1164","531","871","1","0"
"381","865","1","2026-11-24","29","19","1903","1165","519","872","1","0"
"382","866","1","2026-04-20","29","13","1307","1166","513","873","1","0"
"383","867","1","2026-08-23","29","30","3007","1167","530","874","1","0"
"384","868","1","2025-10-14","29","26","2607","1168","526","875","1","0"
"385","872","1","2024-12-06","29","10","1006","1172","510","877","1","0"
"386","875","1","2026-12-13","29","17","1704","1175","517","878","1","0"
"387","876","1","2026-04-05","29","6","604","1176","506","880","1","0"
"388","877","1","2026-08-01","29","11","1106","1177","511","881","1","0"
"389","880","1","2024-05-15","29","6","602","1180","506","883","1","0"
"390","883","1","2024-06-29","29","31","3107","1183","531","886","1","0"
"391","890","1","2024-02-20","29","9","901","1190","509","890","1","0"
"392","894","1","2025-03-26","29","8","802","1194","508","893","1","0"
"393","896","1","2025-09-25","29","4","405","1196","504","894","1","0"
"394","899","1","2025-03-08","29","18","1804","1199","518","896","1","0"
"395","905","1","2025-02-04","29","3","308","1205","503","899","1","0"
"396","906","1","2024-08-27","29","13","1304","1206","513","900","1","0"
"397","907","1","2024-04-05","29","11","1101","1207","511","901","1","0"
"398","910","1","2024-10-30","29","5","501","1210","505","903","1","0"
"399","911","1","2024-10-13","29","9","902","1211","509","906","1","0"
"400","911","1","2024-10-13","29","9","902","1211","509","907","1","0"
"401","918","1","2026-06-10","29","11","1103","1218","511","913","1","0"
"402","922","1","2024-02-28","29","29","2903","1222","529","916","1","0"
"403","928","1","2024-06-16","29","6","604","1228","506","919","1","0"
"404","928","1","2024-06-23","29","6","604","1228","506","921","1","0"
"405","931","1","2026-12-06","29","30","3005","1231","530","924","1","0"
"406","935","1","2026-05-19","29","12","1205","1235","512","929","1","0"
"407","936","1","2024-08-29","29","30","3008","1236","530","930","1","0"
"408","939","1","2025-07-07","29","12","1204","1239","512","932","1","0"
"409","940","1","2025-09-19","29","16","1608","1240","516","933","1","0"
"410","942","1","2026-02-04","29","7","708","1242","507","934","1","0"
"411","947","1","2024-08-02","29","4","405","1247","504","938","1","0"
"412","948","1","2024-04-28","29","16","1602","1248","516","939","1","0"
"413","948","1","2024-04-19","29","16","1602","1248","516","940","1","0"
"414","948","1","2024-04-23","29","16","1602","1248","516","941","1","0"
"415","949","1","2025-02-14","29","23","2304","1249","523","944","1","0"
"416","953","1","2025-10-22","29","15","1505","1253","515","947","1","0"
"417","958","1","2024-05-24","29","29","2907","1258","529","952","1","0"
"418","959","1","2024-08-08","29","21","2104","1259","521","953","1","0"
"419","962","1","2024-01-08","29","13","1302","1262","513","955","1","0"
"420","965","1","2026-10-03","29","22","2204","1265","522","957","1","0"
